"INSTNM","CITY","STABBR","INSTURL","NPCURL","lat","lng","CONTROL"
"Central Virginia Community College","Lynchburg","VA","www.cvcc.vccs.edu","https://www.vawizard.org/vccs/FinAidCostCompare.action",37.358895,-79.184391,1
"Christopher Newport University","Newport News","VA","www.cnu.edu","https://www.cnu.edu/financialaid/netprice/",37.059919,-76.488408,1
"Suffolk Beauty Academy","Suffolk","VA","suffolkbeautyacademy.edu","suffolkbeautyacademy.edu",36.73951,-76.563928,3
"Bryant & Stratton College-Virginia Beach","Virginia Beach","VA","www.bryantstratton.edu","tcc.noellevitz.com/Bryant-and-Stratton-College-Amherst-NY/Freshman-Students",36.82779,-76.138144,3
"Bryant & Stratton College-Richmond","North Chesterfield","VA","www.bryantstratton.edu","tcc.noellevitz.com/Bryant-and-Stratton-College-Amherst-NY/Freshman-Students",37.460414,-77.542139,3
"Jefferson College of Health Sciences","Roanoke","VA","www.jchs.edu","www.jchs.edu/netprice-calculator",37.26608,-79.939931,2
"Dabney S Lancaster Community College","Clifton Forge","VA","www.dslcc.edu","https://www.vawizard.org/vccs/FinAid.action",37.812546,-79.85179,1
"Danville Community College","Danville","VA","www.dcc.vccs.edu","https://www.vawizard.org/vccs/FinAid.action",36.565714,-79.40855,1
"Eastern Virginia Medical School","Norfolk","VA","www.evms.edu","NULL",36.861681,-76.300768,1
"Centura College-Virginia Beach","Virginia Beach","VA","www.centuracollege.edu","www.centura.edu/VA_Beach/Shared_Documents/npcalc.htm",36.837641,-76.064503,3
"Emory & Henry College","Emory","VA","www.ehc.edu","www.ehc.edu/admissions/cost-financial-aid/calculators/",36.772543,-81.831737,2
"Eastern Mennonite University","Harrisonburg","VA","www.emu.edu","www.emu.edu/financial-aid/estimator/",38.478611,-78.876077,2
"Eastern Shore Community College","Melfa","VA","www.es.vccs.edu","https://www.vawizard.org/vccs/FinAidAwardEstimator.action",37.64046,-75.750802,1
"Ferrum College","Ferrum","VA","www.ferrum.edu","www2.ferrum.edu/financialaid/netPrice/npcalc.htm",36.926648,-80.020864,2
"George Mason University","Fairfax","VA","www.gmu.edu","financialaid.gmu.edu/NPC/npcalc.htm",38.83088,-77.30794,1
"Germanna Community College","Locust Grove","VA","www.germanna.edu","www.germanna.edu/businessoffice/tuition.asp?menuchoice=Tuition & Fees",38.375556,-77.780132,1
"Hampden-Sydney College","Hampden-Sydney","VA","www.hsc.edu","www.hsc.edu/Financial-Aid/Net-Price-Calculator.html",37.242482,-78.461371,2
"Hampton University","Hampton","VA","www.hamptonu.edu","www.hamptonu.edu/studentservices/financialaid",37.0199,-76.331108,2
"Hollins University","Roanoke","VA","www.hollins.edu","https://www.hollins.edu/admission/undergraduate-financial-aid-scholarships/early-decision-early-action-financial-aid-estimator/",37.354629,-79.942196,2
"J Sargeant Reynolds Community College","Richmond","VA","www.reynolds.edu","https://www.vawizard.org/vccs/FinAidAwardEstimator.action",37.637415,-77.472958,1
"James Madison University","Harrisonburg","VA","www.jmu.edu/","www.jmu.edu/finaid/AidEstimator.shtml",38.435332,-78.871663,1
"John Tyler Community College","Chester","VA","www.jtcc.edu","https://www.vawizard.org/vccs/FinAid.action",37.346261,-77.407937,1
"Everest College-Newport News","Newport News","VA","www.everest.edu/campus/newport_news","www.Everest.edu/npc",37.084342,-76.46524,3
"Liberty University","Lynchburg","VA","www.liberty.edu","www.liberty.edu/npc/1516/userInfo?fn=null&ln=null&ad=null&ci=null&st=null&zc=null&ph=null&em=null&s=null&l=null",37.350345,-79.179688,2
"Longwood University","Farmville","VA","www.longwood.edu","www.longwood.edu/financialaid/33675.htm",37.301073,-78.395789,1
"Lord Fairfax Community College","Middletown","VA","www.lfcc.edu","https://www.vawizard.org/vccs/FinAidCostCompare.action",39.036001,-78.267325,1
"Lynchburg College","Lynchburg","VA","www.lynchburg.edu","www.lynchburg.edu/admission/financial-aid/net-price-calculator/",37.397678,-79.184153,2
"Centra College of Nursing","Lynchburg","VA","centracon.edu","centracon.edu",37.4051,-79.174101,2
"Mary Baldwin College","Staunton","VA","www.mbc.edu","www.mbc.edu/financial_aid/calc/",38.155724,-79.067741,2
"University of Mary Washington","Fredericksburg","VA","www.umw.edu","www.umw.edu/umwstatic/financialaid/NetPriceCalculator/npcalc.htm",38.302206,-77.474392,1
"Marymount University","Arlington","VA","www.marymount.edu","https://marymount.studentaidcalculator.com/survey.aspx",38.905552,-77.128799,2
"Danville Regional Medical Center School of Health Professions","Danville","VA","danvilleregional.com/professionals/radtech.dot","NULL",36.578155,-79.405414,3
"Mountain Empire Community College","Big Stone Gap","VA","www.mecc.edu","https://www.vawizard.org/vccs/FinAidCostCompare.action",36.855116,-82.758482,1
"American National University","Salem","VA","https://www.an.edu","https://www.an.edu/admissions/financial-assistance/",37.299714,-80.023597,3
"New River Community College","Dublin","VA","www.nr.edu","https://www.vawizard.org/vccs/FinAid.action",37.105229,-80.696055,1
"Sentara College of Health Sciences","Chesapeake","VA","www.sentara.edu","NULL",36.777001,-76.242722,2
"Tidewater Tech-Trades","Norfolk","VA","www.tidewatertechtrades.edu","www.centura.edu/Tidewater_Tech/Shared_Documents/npcalc.htm",36.872864,-76.219925,3
"Norfolk State University","Norfolk","VA","www.nsu.edu","www.nsu.edu/financialaid",36.848262,-76.26393,1
"Northern Virginia Community College","Annandale","VA","www.nvcc.edu","https://www.vawizard.org/vccs/FinAid.action",38.834039,-77.236679,1
"Old Dominion University","Norfolk","VA","www.odu.edu","www.odu.edu/admission/financial-aid/net-price-calculator",36.884919,-76.309653,1
"Patrick Henry Community College","Martinsville","VA","www.patrickhenry.edu","https://www.vawizard.org/vccs/FinAid.action",36.7379,-79.871136,1
"Paul D Camp Community College","Franklin","VA","www.pdc.edu/","https://www.pdc.edu/financial-aid/net-price-calculator",36.674535,-76.937572,1
"Southside Regional Medical Center Professional Schools","Colonial Heights","VA","www.srmconline.com","www.srmconline.com",37.26768,-77.400021,3
"Miller-Motte Technical College-Lynchburg","Lynchburg","VA","www.miller-motte.edu/","https://miller-motte.studentaidcalculator.com/survey.aspx",37.375746,-79.226263,3
"Piedmont Virginia Community College","Charlottesville","VA","www.pvcc.edu","https://www.vawizard.org/vccs/FinAidCostCompare.action",38.006902,-78.48371,1
"Radford University","Radford","VA","www.radford.edu","https://npc.collegeboard.org/student/app/radford",37.136914,-80.549731,1
"Sylvain Melloul International Hair Academy","Lynchburg","VA","smiha.edu","smiha.edu/site/npcalc",37.36503,-79.178601,3
"Randolph-Macon College","Ashland","VA","www.rmc.edu","https://secure.rmc.edu/Admissions/npc/",37.749654,-77.472253,2
"Randolph College","Lynchburg","VA","www.randolphcollege.edu","www.collegecostcalculator.org/randolph",37.437429,-79.17079,2
"Rappahannock Community College","Glenns","VA","www.rappahannock.edu/","www.rappahannock.edu/admissions/financial-aid",37.564433,-76.623915,1
"Fortis College-Norfolk","Norfolk","VA","www.fortisedu.info/cig-vabeach.php","www.fortisedu.info/cig/netprice_calc/npcalc-fortis_norfolk.htm",36.84706,-76.18583,3
"Richard Bland College of the College of William and Mary","Petersburg","VA","www.rbc.edu","www.rbc.edu/netpricecalculator.php",37.149331,-77.414211,1
"Bon Secours Memorial College of Nursing","Richmond","VA","www.bsmcon.edu","www.bsmcon.edu/financial-aid/net-price-calculator",37.646876,-77.433191,2
"University of Richmond","University of Richmond","VA","www.richmond.edu","https://npc.collegeboard.org/student/app/richmond",37.577625,-77.538702,2
"Riverside College of Health Careers","Newport News","VA","www.riversideonline.com/rshc/","www.riversideonline.com/rshc/financial-aid.cfm",37.035234,-76.456345,2
"Roanoke College","Salem","VA","www.roanoke.edu","https://admapp.roanoke.edu/netcalc",37.29686,-80.056433,2
"Bon Secours St Mary's Hospital School of Medical Imaging","Richmond","VA","www.bonsecours.com/somi/index.asp","www.bonsecours.com/jobs-and-education-education-st-marys-hospital-school-of-medical-imaging-consumer-information.html",37.646799,-77.433133,2
"Shenandoah University","Winchester","VA","www.su.edu","tcc.noellevitz.com/(S(5thqyxl4wqbw3n5pbjf3ruef))/Shenandoah%20University/Freshman-Students",39.166058,-78.158376,2
"Southern Virginia University","Buena Vista","VA","www.svu.edu","calculator.svu.edu/",37.740669,-79.350296,2
"Southside Virginia Community College","Alberta","VA","www.southside.edu","www.southside.edu/tuition-and-fees",36.839073,-77.917964,1
"Southwest Virginia Community College","Richlands","VA","sw.edu","https://www.vawizard.org/vccs/FinAidCostCompare.action",37.006196,-81.796682,1
"Springfield Beauty Academy","Annandale","VA","springfieldbeautyacademy.org/about-us/","springfieldbeautyacademy.com",38.831881,-77.196365,3
"Staunton School of Cosmetology","Staunton","VA","hairstylingschool.com","hairstylingschool.com",38.149493,-79.070618,3
"Strayer University-Virginia","Arlington","VA","www.strayer.edu/virginia/arlington","https://strayer.aidcalc.com/netprice.htm",38.8909,-77.085101,3
"Sweet Briar College","Sweet Briar","VA","www.sbc.edu","https://money.sbcfindyourplace.com/newcalc1.php",37.556317,-79.079735,2
"Thomas Nelson Community College","Hampton","VA","www.tncc.edu","https://www.vawizard.org/vccs/FinAidAwardEstimator.action",37.063654,-76.418615,1
"Tidewater Community College","Norfolk","VA","www.tcc.edu","https://www.vawizard.org/vccs/FinAidCostCompare.action",36.850635,-76.289669,1
"Union Presbyterian Seminary","Richmond","VA","www.upsem.edu","www.upsem.edu/admissions/costs_of_attendance/",37.578935,-77.449317,2
"The University of Virginia's College at Wise","Wise","VA","https://www.uvawise.edu/","https://www.uvawise.edu/financialaid/net_price_calculator",36.971468,-82.558728,1
"Virginia Highlands Community College","Abingdon","VA","www.vhcc.edu","https://www.vawizard.org/vccs/FinAidCostCompare.action",36.699275,-82.001304,1
"Virginia Polytechnic Institute and State University","Blacksburg","VA","WWW.VT.EDU","www.apps.finaid.vt.edu/apps/NPC/npcalc.htm",37.228572,-80.423229,1
"Virginia Western Community College","Roanoke","VA","virginiawestern.edu/","virginiawestern.edu/admissions/tuition/index.php",37.245648,-79.973133,1
"Virginia Commonwealth University","Richmond","VA","www.vcu.edu/","https://npc.collegeboard.org/student/app/vcu",37.547631,-77.453597,1
"University of Virginia-Main Campus","Charlottesville","VA","www.virginia.edu/","https://npc.collegeboard.org/student/app/virginia",38.037796,-78.505153,1
"Virginia Military Institute","Lexington","VA","www.vmi.edu","www.vmi.edu/Content.aspx?id=4294971260",37.790644,-79.435737,1
"Virginia School of Hair Design","Hampton","VA","www.vshd.us","vshd.us/NetPriceCalculator/npcalc.htm",37.025306,-76.346427,3
"Virginia University of Lynchburg","Lynchburg","VA","www.vul.edu","www.vul.edu",37.395135,-79.151518,2
"Virginia State University","Petersburg","VA","www.vsu.edu","www.vsu.edu/financial-aid/mandates/net-price-calculator.php",37.236453,-77.419886,1
"Virginia Union University","Richmond","VA","www.vuu.edu","my.vuu.edu/ICS/MyVUU-Home.jnz?portlet=Net_Price_Calculator",37.561864,-77.450954,2
"Virginia Wesleyan College","Norfolk","VA","www.vwc.edu","admissions.vwc.edu/affordability/netpricecalculator",36.868417,-76.18606,2
"Wards Corner Beauty Academy-Norfolk","Norfolk","VA","www.wardscornerbeautyacademy.edu","www.wardscornerbeautyacademy.edu",36.912397,-76.255297,3
"Washington and Lee University","Lexington","VA","www.wlu.edu/","https://wlu.studentaidcalculator.com/survey.aspx",37.787832,-79.445724,2
"Sanford-Brown College-Tysons Corner","McLean","VA","www.sanfordbrown.edu","sanfordbrown.studentaidcalculator.com",38.91927,-77.211911,3
"Washington County Adult Skill Center","Abingdon","VA","www.wcskillcenter.org","www.wcskillcenter.org",36.719667,-81.949929,1
"Wilson Workforce and Rehabilitation Center","Fishersville","VA","wwrc.virginia.gov","wwrc.virginia.gov/Admissions.htm",38.117932,-78.991262,1
"Wytheville Community College","Wytheville","VA","www.wcc.vccs.edu","https://www.vawizard.org/vccs/FinAidCostCompare.action",36.957732,-81.070595,1
"Beauty Academy","Wenatchee","WA","www.beautyacademywenatchee.com","www.beautyacademywenatchee.com",47.421736,-120.309427,3
"The Art Institute of Seattle","Seattle","WA","www.ais.edu","tcc.noellevitz.com/edmc/Freshman-Students Net Price Calculator",47.61222,-122.348573,3
"Evergreen Beauty and Barber College-Bellevue","Bellevue","WA","evergreenbeauty.edu","evergreenbeauty.edu",47.6275,-122.152451,3
"Bellevue College","Bellevue","WA","bellevuecollege.edu","bellevuecollege.edu/calculator/npcalc.htm",47.584778,-122.149955,1
"Bellingham Technical College","Bellingham","WA","www.btc.edu","www.btc.edu/CurrentStudents/FinancialResources/NetPriceCalculator.asp",48.766189,-122.51216,1
"Big Bend Community College","Moses Lake","WA","www.bigbend.edu/","www.bigbend.edu/admissions/financial-aid/net-price-calculator/",47.185083,-119.318507,1
"Everest College-Bremerton","Bremerton","WA","www.everest.edu/campus/bremerton","www.Everest.edu/npc",47.564057,-122.625659,3
"Everest College-Renton","Renton","WA","www.everest.edu/campus/renton","www.Everest.edu/npc",47.469576,-122.231548,3
"Central Washington University","Ellensburg","WA","www.cwu.edu","www.cwu.edu/financial-aid/net-price-calculator",47.004957,-120.537716,1
"Centralia College","Centralia","WA","www.centralia.edu","www.centralia.edu/admissions/finaid/netcalculator/index.html",46.716302,-122.960746,1
"City University of Seattle","Seattle","WA","www.cityu.edu","www.cityu.edu/admissions-financialaid/admissions/tuition.aspx",47.61743,-122.344451,2
"Paul Mitchell the School-Richland","Richland","WA","richland.paulmitchell.edu","paulmitchell.edu/richland/programs/cosmetology",46.22598,-119.245931,3
"Clark College","Vancouver","WA","www.clark.edu","https://www.clark.edu/NetPriceCalculator/",45.634307,-122.652976,1
"Clover Park Technical College","Lakewood","WA","www.cptc.edu","www.cptc.edu/calc",47.175477,-122.495524,1
"Columbia Basin College","Pasco","WA","www.columbiabasin.edu","www.columbiabasin.edu/npcalc/",46.251547,-119.118609,1
"Cornish College of the Arts","Seattle","WA","www.cornish.edu","www.cornish.edu/student_life/financial_aid/net_price_calculator/",47.617883,-122.33614,2
"Divers Institute of Technology","Seattle","WA","www.diversinstitute.edu","www.diversinstitute.edu/about/student-guide/calculator.php",47.64764,-122.340391,3
"Eastern Washington University","Cheney","WA","www.ewu.edu","tcc.noellevitz.com:80/Eastern%20Washington%20University/Freshmen",47.491293,-117.589371,1
"Edmonds Community College","Lynnwood","WA","www.edcc.edu","www.edcc.edu/finaid/netprice-and-college-comparision-info",47.816742,-122.327483,1
"Everett Community College","Everett","WA","www.everettcc.edu","www.everettcc.edu/NetPriceCalculator",48.006626,-122.204736,1
"Paroba College of Cosmetology","Everett","WA","www.paroba.edu","www.paroba.edu",47.910187,-122.224634,3
"The Evergreen State College","Olympia","WA","www.evergreen.edu","www.evergreen.edu/costs/netprice-freshman.htm",47.07382,-122.977492,1
"Pierce College-Fort Steilacoom","Lakewood","WA","www.pierce.ctc.edu","www.pierce.ctc.edu/dist/tuition/calculator#netprice",47.172082,-122.570935,1
"Glen Dow Academy of Hair Design","Spokane","WA","www.glendow.com","nces.ed.gov/ipeds/netpricecalculator",47.657793,-117.416516,3
"Gonzaga University","Spokane","WA","www.gonzaga.edu","gonzaga.edu/Campus-Resources/Offices-and-Services-A-Z/Student-Financial-Services/Financial-Aid/tools-resources/net-price-calculator.asp",47.668144,-117.403062,2
"Grays Harbor College","Aberdeen","WA","www.ghc.edu","www.ghc.edu/finaid/npcalc.htm",46.953411,-123.802931,1
"Green River College","Auburn","WA","www.greenriver.edu/","grcc.greenriver.edu/netprice/",47.312277,-122.178175,1
"Heritage University","Toppenish","WA","www.heritage.edu","www.heritage.edu/calc/",46.374571,-120.395287,2
"Highline College","Des Moines","WA","www.highline.edu","financialaid.highline.edu/netprice/npcalc.htm",47.388331,-122.302593,1
"Interface College-Spokane","Spokane","WA","www.Interface.edu","www.interface.edu/NetPrice/npcalc.htm",47.66791,-117.417046,3
"International Air and Hospitality Academy","Vancouver","WA","www.aha.edu","www.aha.edu/NetPriceCalculator/npcalc.htm",45.628183,-122.640487,3
"ITT Technical Institute-Seattle","Seattle","WA","www.itt-tech.edu","www.itt-tech.edu/npc",47.488594,-122.275242,3
"ITT Technical Institute-Spokane Valley","Spokane Valley","WA","www.itt-tech.edu","www.itt-tech.edu/npc",47.675302,-117.222213,3
"Bastyr University","Kenmore","WA","www.bastyr.edu","www.bastyr.edu",47.729935,-122.251708,2
"Gene Juarez Academy of Beauty-Mountlake Terrace","Mountlake Terrace","WA","www.genejuarezacademy.edu","genejuarezacademy.edu/net-price-calculator/",47.778682,-122.313331,3
"Bates Technical College","Tacoma","WA","www.bates.ctc.edu/","www.bates.ctc.edu/student-resources/financial-aid/net-price-calculator",47.251531,-122.446412,1
"Lake Washington Institute of Technology","Kirkland","WA","www.lwtech.edu","www.lwtech.edu/pay_for_college/financial_aid/net_price_calculator.aspx",47.705077,-122.167131,1
"Lower Columbia College","Longview","WA","lowercolumbia.edu","lcc.ctc.edu/info/webresources2/NetPrice/npcalc.htm",46.1428,-122.937653,1
"Trinity Lutheran College","Everett","WA","www.tlc.edu","www.tlc.edu/financialaid/calculator_net.html",47.980328,-122.207663,2
"BJ's Beauty & Barber College","Auburn","WA","www.cascadebeautycollege.com","www.cascadebeautycollege.com/admissionsinformation.htm",47.308073,-122.223312,3
"BJ's Beauty & Barber College","Tacoma","WA","www.bjsbeautyandbarbercollege.com","bjsbeautyandbarbercollege.com/NetPrice/npcalc.htm",47.209361,-122.483623,3
"Northwest Hair Academy","Mount Vernon","WA","www.northwesthairacademy.edu","www.northwesthairacademy.edu",48.418546,-122.338548,3
"North Seattle College","Seattle","WA","www.northseattle.edu","https://northseattle.edu/net-price-calculator",47.69976,-122.33495,1
"Northwest University","Kirkland","WA","www.northwestu.edu","tcc.noellevitz.com/(S(uktpuecywdncxhdcl50tvx3l))/Northwest%20University/Freshman%20Students",47.657743,-122.191505,2
"Olympic College","Bremerton","WA","www.olympic.edu","www.olympic.edu/FinAid/npcalc.htm",47.575093,-122.635751,1
"Perry Technical Institute","Yakima","WA","www.perrytech.edu/","www.perrytech.edu/netprice/index.html",46.571492,-120.537976,2
"Pacific Lutheran University","Tacoma","WA","www.plu.edu","www.plu.edu/financial-aid/HEOA-Required-Consumer-Information/net-price-calculator.php",47.145494,-122.445372,2
"Peninsula College","Port Angeles","WA","www.pencol.edu","www.pencol.edu/financial/net-price-calculator",48.100618,-123.41248,1
"University of Puget Sound","Tacoma","WA","www.pugetsound.edu","https://pugetsound.studentaidcalculator.com/survey.aspx",47.263651,-122.479714,2
"Renton Technical College","Renton","WA","www.rtc.edu","www.rtc.edu/studentservices/netpricecalculator/",47.488606,-122.178944,1
"Saint Martin's University","Lacey","WA","www.stmartin.edu","www.stmartin.edu/sfs/NetPriceCalculator.aspx",47.043316,-122.816948,2
"South Seattle College","Seattle","WA","southseattle.edu","www.southseattle.edu/financial-aid/net-calculator/index.htm",47.5475,-122.352672,1
"Seattle Central College","Seattle","WA","www.seattlecentral.edu","https://seattlecentral.edu/finaid/NetPriceCalculator/npcalc.htm",47.616675,-122.321472,1
"Everest College-Seattle","Seattle","WA","www.everest.edu/campus/seattle","www.Everest.edu/npc",47.708423,-122.333346,3
"Seattle Pacific University","Seattle","WA","www.spu.edu","https://spu.studentaidcalculator.com/survey.aspx",47.649338,-122.362923,2
"Seattle University","Seattle","WA","www.seattleu.edu","www.seattleu.edu/undergraduate-admissions/finances/calculator/",47.610138,-122.3197,2
"Shoreline Community College","Shoreline","WA","www.shoreline.edu","www.shoreline.edu/enrollment-services/cashiering/netprice/npcalc.htm",47.748592,-122.358555,1
"Skagit Valley College","Mount Vernon","WA","www.skagit.edu","www.skagit.edu/netpricecalculator/",48.437235,-122.310199,1
"South Puget Sound Community College","Olympia","WA","www.spscc.edu","www.spscc.edu/extra/netprice/index.html",47.023472,-122.929405,1
"Spokane Community College","Spokane","WA","www.scc.spokane.edu","https://mybigfoot.spokane.edu/",47.672571,-117.360957,1
"Spokane Falls Community College","Spokane","WA","www.spokanefalls.edu","https://mybigfoot.spokane.edu",47.676741,-117.463538,1
"Stylemaster College of Hair Design","Longview","WA","stylemasters.edu","www.stylemasters.edu/NetPriceCalc/npcalc.htm",46.135905,-122.934826,3
"Tacoma Community College","Tacoma","WA","www.tacomacc.edu","www.tacomacc.edu/UserFiles/Servers/Server_6/File/resourcesforstudents/financialaid/npcalc.htm",47.246369,-122.521057,1
"Walla Walla Community College","Walla Walla","WA","www.wwcc.edu/","www.wwcc.edu/finaid1/NetPriceCalculator/npcalc.htm",46.079851,-118.283725,1
"Walla Walla University","College Place","WA","www.wallawalla.edu","npc.wallawalla.edu",46.047,-118.389771,2
"Washington State University","Pullman","WA","wsu.edu/","https://finaid.wsu.edu/cost-of-attendanceaid-estimator/net-price-calculator/",46.730448,-117.158168,1
"University of Washington-Seattle Campus","Seattle","WA","www.washington.edu","www.washington.edu/students/osfa/prospectiveug/aid.est.1.html",47.656213,-122.313115,1
"Wenatchee Valley College","Wenatchee","WA","www.wvc.edu","www.wvc.edu/directory/departments/financialaid/finaidcalculator.asp",47.430931,-120.334813,1
"Everest College-Vancouver","Vancouver","WA","www.everest.edu/campus/vancouver","www.Everest.edu/npc",45.621523,-122.536462,3
"Western Washington University","Bellingham","WA","www.wwu.edu","www.finaid.wwu.edu/finaid/npc/npcalc.htm",48.737236,-122.484873,1
"Whatcom Community College","Bellingham","WA","www.whatcom.ctc.edu","mywcc.whatcom.edu/NetPriceCalc/npcalc.htm",48.795923,-122.495832,1
"Whitman College","Walla Walla","WA","www.whitman.edu","https://npc.collegeboard.org/student/app/whitman",46.07135,-118.33016,2
"Whitworth University","Spokane","WA","www.whitworth.edu","www.whitworth.edu/Administration/FinancialAid/FinancialAidCalculator/index.aspx",47.753699,-117.418078,2
"Yakima Valley Community College","Yakima","WA","www.yvcc.edu","www.yvcc.edu/admission/financial-aid/Pages/NetPriceCalculator.aspx",46.586098,-120.528525,1
"Alderson Broaddus University","Philippi","WV","www.ab.edu/","ab.edu/financial-aid/consumer-information/",39.158067,-80.047728,2
"Appalachian Beauty School","South Williamson","KY","appalachianbeautyschool.com/","www.ai4uk.com/netprice/",37.672192,-82.295552,3
"Appalachian Bible College","Mount Hope","WV","www.abc.edu","www.abc.edu/admissions-and-financial-aid/npc.php",37.853339,-81.20115,2
"B M Spurr School of Practical Nursing","Glen Dale","WV","www.reynoldsmemorial.com","www.reynoldsmemorial.com",39.946228,-80.753173,2
"Ben Franklin Career Center","Dunbar","WV","benfranklinctc.org","benfranklinctc.org",38.367234,-81.75353,1
"Bethany College","Bethany","WV","www.bethanywv.edu","www.bethanywv.edu/prospective-students/net-price-calculator/",40.20567,-80.560896,2
"Bluefield State College","Bluefield","WV","www.bluefieldstate.edu","https://bluefieldstate.studentaidcalculator.com/survey.aspx",37.26688,-81.235428,1
"Cabell County Career Technology Center","Huntington","WV","www.cabellcountyschools.com/cabellcountycareertechnologycenter_home.aspx","www.cabellcountyschools.com/cabellcountycareertechnologycenter_home.aspx",38.403244,-82.372418,1
"Charleston School of Beauty Culture","Charleston","WV","wvcsbc.com","wvcsbc.com",38.350168,-81.634675,3
"University of Charleston","Charleston","WV","www.ucwv.edu","www.ucwv.edu/NPC/",38.332577,-81.618667,2
"Clarksburg Beauty Academy and School of Massage Therapy","Clarksburg","WV","clarksburgbeautyacademy.com","clarksburgbeautyacademy.com/NetPrice/npcalc.htm",39.279964,-80.338391,3
"Concord University","Athens","WV","www.concord.edu","https://concord.studentaidcalculator.com/survey.aspx",37.423854,-81.005694,1
"Davis & Elkins College","Elkins","WV","www.dewv.edu","www.dewv.edu/calculator/npcalc.htm",38.928693,-79.846391,2
"Fairmont State University","Fairmont","WV","www.fairmontstate.edu/","https://fairmontstate.studentaidcalculator.com",39.485925,-80.161844,1
"Glenville State College","Glenville","WV","www.glenville.edu","https://glenville.studentaidcalculator.com/survey.aspx",38.935341,-80.833597,1
"Huntington Junior College","Huntington","WV","www.huntingtonjuniorcollege.edu","www.huntingtonjuniorcollege.edu/Financial-Aid/Net-Price-Calculator.aspx",38.420142,-82.44306,3
"James Rumsey Technical Institute","Martinsburg","WV","www.jamesrumsey.com","www.jamesrumsey.com",39.5328,-77.978583,1
"Ralph R Willis Career and Technical Center","Stollings","WV","rrwctc.com","rrwctc.com",37.827097,-81.942757,1
"Marshall University","Huntington","WV","www.marshall.edu/","https://marshall.studentaidcalculator.com/survey.aspx",38.42261,-82.43065,1
"Mercer County Technical Education Center","Princeton","WV","www.edline.net/pages/mercer_county_technical_education_center","www.edline.net/pages/Mercer_County_Technical_Educat/Net_Price_Calculator",37.360024,-81.104647,1
"Meredith Manor International Equestrian Center","Waverly","WV","www.meredithmanor.edu","www.meredithmanor.edu/about/consumerinfo/netprice/",39.29966,-81.400296,3
"Monongalia County Technical Education Center","Morgantown","WV","www.mtecwv.edu","www.edline.net/pages/Monongalia_County_Tech/_Design_Resources/Shortcuts0/Financial_Aid/Net_Price_Calculator",39.611165,-79.957275,1
"Morgantown Beauty College Inc","Morgantown","WV","www.MorgantownBeautyCollege.edu","www.MorgantownBeautyCollege.edu",39.628855,-79.954318,3
"Mountain State College","Parkersburg","WV","www.msc.edu","msc.edu",39.273182,-81.548718,3
"Everest Institute-Cross Lanes","Cross Lanes","WV","www.everest.edu/campus/cross_lanes","www.Everest.edu/npc",38.422839,-81.789864,3
"Opportunities Industrialization Center","Fairmont","WV","www.oicwv.org","www.oicwv.org/wp-content/uploads/2011/08/npcalc-2.htm",39.485033,-80.144976,2
"Ohio Valley University","Vienna","WV","www.ovu.edu","npc.collegeboard.org/student/app/ovu?iframe=true",39.31236,-81.5392,2
"West Virginia University at Parkersburg","Parkersburg","WV","www.wvup.edu","https://wvup.studentaidcalculator.com/survey.aspx",39.216379,-81.506192,1
"Potomac State College of West Virginia University","Keyser","WV","www.potomacstatecollege.edu","potomacstatecollege.edu/admissions/financing_your_education/calculator.html",39.436935,-78.983175,1
"Academy of Careers and Technology","Beckley","WV","www.wvact.net","www.wvact.net",37.799775,-81.168609,1
"Salem International University","Salem","WV","www.salemu.edu","www.salemu.edu/financial-aid/calculator/",39.288632,-80.571767,3
"Shepherd University","Shepherdstown","WV","www.shepherd.edu/","https://shepherd.studentaidcalculator.com/",39.434319,-77.804844,1
"Southern West Virginia Community and Technical College","Mount Gay","WV","www.southernwv.edu","https://southernwv.studentaidcalculator.com/survey.aspx",37.851756,-82.023014,1
"Fred W Eberle Technical Center","Buckhannon","WV","fetc.edu","fetc.edu/?q=netpricecalc",39.001908,-80.225278,1
"West Virginia School of Osteopathic Medicine","Lewisburg","WV","www.wvsom.edu","www.wvsom.edu",37.803879,-80.438644,1
"West Virginia State University","Institute","WV","www.wvstateu.edu","https://wvstateu.studentaidcalculator.com/survey.aspx",38.379002,-81.76802,1
"West Virginia University Hospital Departments of Rad Tech and Nutrition","Morgantown","WV","www.wvuhradtech.com","www.wvuhradtech.com",39.650535,-79.964727,2
"West Liberty University","West Liberty","WV","www.westliberty.edu/","https://www.westliberty.edu/financial-aid/net-price-calculator/",40.162473,-80.604054,1
"West Virginia University Institute of Technology","Montgomery","WV","www.wvutech.edu","wvutech.studentaidcalculator.com",38.179427,-81.325199,1
"West Virginia Wesleyan College","Buckhannon","WV","www.wvwc.edu","wvwc.studentaidcalculator.com/welcome.aspx",38.990476,-80.217094,2
"West Virginia Business College-Wheeling","Wheeling","WV","www.wvbc.edu","www.wvbc.edu",40.063518,-80.7227,3
"West Virginia Junior College-Charleston","Charleston","WV","www.wvjc.edu","www.wvjc.edu",38.347929,-81.634358,3
"West Virginia Junior College-Morgantown","Morgantown","WV","www.wvjc.edu","www.wvjc.edu",39.63264,-79.954803,3
"International Beauty School 4","Martinsburg","WV","www.theinternationalbeautyschool.com","www.theinternationalbeautyschool.com/npcalc.html",39.454573,-77.964891,3
