"INSTNM","CITY","STABBR","INSTURL","NPCURL","lat","lng","CONTROL"
"Antelope Valley College","Lancaster","CA","www.avc.edu","https://webprod.cccco.edu/npc/621/npcalc.htm",34.676207,-118.186166,1
"Art Center College of Design","Pasadena","CA","www.artcenter.edu","www.artcenter.edu/accd/admissions/financial_aid/net_price_calculator.jsp",34.170844,-118.186901,2
"Associated Technical College-Los Angeles","Los Angeles","CA","www.atcla.edu","atcla.edu/NetPriceCalculator/npcalc.htm",34.055987,-118.27243,3
"Associated Technical College-San Diego","San Diego","CA","www.associatedtechcollege.com","www.associatedtechcollege.com",32.715658,-117.158203,3
"Azusa Pacific University","Azusa","CA","www.apu.edu","www.apu.edu/sfs/undergraduate/cost/calculator/",34.130865,-117.88795,2
"Bakersfield College","Bakersfield","CA","www.bakersfieldcollege.edu/","https://webprod.cccco.edu/npc/521/npcalc.htm",35.4108,-118.973491,1
"Barstow Community College","Barstow","CA","www.barstow.edu","https://webprod.cccco.edu/npc/911/npcalc.htm",34.871451,-117.02523,1
"Bellus Academy-National City","National City","CA","www.bellusacademy.edu","www.bellusacademy.edu",32.676762,-117.090235,3
"Bethesda University","Anaheim","CA","www.buc.edu","www.buc.edu",33.842295,-117.941323,2
"Biola University","La Mirada","CA","www.biola.edu","undergrad.biola.edu/finaid/#net-price",33.904823,-118.017342,2
"Brooks Institute","Ventura","CA","www.brooks.edu","brooks.studentaidcalculator.com",34.33851,-119.295231,3
"Brownson Technical School","Anaheim","CA","www.brownson.edu","www.brownson.edu",33.819,-117.906409,3
"Bryan University","Los Angeles","CA","www.bryancollege.edu","bryancollege.edu/disclosures_docs/net-price-calculator/",34.061406,-118.302882,3
"Butte College","Oroville","CA","www.butte.edu","https://webprod.cccco.edu/npc/111/npcalc.htm",39.649116,-121.644691,1
"Phillips Graduate Institute","Chatsworth","CA","pgi.edu","NULL",34.24203,-118.567631,2
"California Institute of Integral Studies","San Francisco","CA","www.ciis.edu","https://my.ciis.edu/ICS/Financial_Aid/Budget_Calculator.jnz",37.774768,-122.416537,2
"Cabrillo College","Aptos","CA","www.cabrillo.edu","webprod.cccco.edu/npc/411/npcalc.htm",36.9891,-121.927926,1
"California Baptist University","Riverside","CA","www.calbaptist.edu","https://calbaptist.studentaidcalculator.com/welcome.aspx",33.928569,-117.42587,2
"California College of the Arts","San Francisco","CA","www.cca.edu","www.cca.edu/admissions/financialaid/calculator",37.76723,-122.399941,2
"University of California-Hastings College of Law","San Francisco","CA","www.uchastings.edu","www.uchastings.edu/about/admin-offices/fiscal-services/Tuition_and_Fees/index.php",37.780718,-122.415395,1
"California Institute of Technology","Pasadena","CA","www.caltech.edu","www.finaid.caltech.edu/",34.139275,-118.12574,2
"California Lutheran University","Thousand Oaks","CA","www.callutheran.edu/","https://www.callutheran.edu/financial-aid/tuition-fees/net-price-calculator.html",34.225551,-118.879467,2
"California Polytechnic State University-San Luis Obispo","San Luis Obispo","CA","calpoly.edu","www.csumentor.edu/finaid/pais/",35.29889,-120.65856,1
"Alliant International University-San Diego","San Diego","CA","www.alliant.edu","www.alliant.edu/net-price-calc.php",32.897056,-117.094398,2
"California State University-Bakersfield","Bakersfield","CA","www.csub.edu","www.csumentor.edu/finaid/pais/",35.350005,-119.104711,1
"California State University-Stanislaus","Turlock","CA","www.csustan.edu","www.csumentor.edu/FinAid/PAIS/",37.52577,-120.852511,1
"California State University-San Bernardino","San Bernardino","CA","www.csusb.edu","www.csumentor.edu/FinAid/pais/",34.182987,-117.322508,1
"California State Polytechnic University-Pomona","Pomona","CA","www.cpp.edu","www.csumentor.edu/finaid/pais/",34.054273,-117.819019,1
"California State University-Chico","Chico","CA","www.csuchico.edu","https://secure.csumentor.edu/FinAid/pais/",39.728003,-121.846333,1
"California State University-Dominguez Hills","Carson","CA","www.csudh.edu","www.csumentor.edu/finaid/pais/",33.86524,-118.259316,1
"California State University-Fresno","Fresno","CA","www.csufresno.edu","www.collegeportraits.org/CA/CSUFRESNO/costs",36.814477,-119.748258,1
"California State University-Fullerton","Fullerton","CA","www.fullerton.edu","www.csumentor.edu/finaid/pais/",33.883627,-117.885349,1
"California State University-East Bay","Hayward","CA","www.csueastbay.edu","www20.csueastbay.edu/prospective/cost-and-financial-aid/cost-of-attendance/",37.65707,-122.058073,1
"California State University-Long Beach","Long Beach","CA","www.csulb.edu","www.csumentor.edu/finaid/pais/",33.782752,-118.1123,1
"California State University-Los Angeles","Los Angeles","CA","www.calstatela.edu","www.csumentor.edu/finaid/pais/",34.066927,-118.168965,1
"California State University-Northridge","Northridge","CA","www.csun.edu","https://secure.csumentor.edu/finaid/pais/",34.23671,-118.526817,1
"California State University-Sacramento","Sacramento","CA","www.csus.edu","www.csumentor.edu/finaid/pais/",38.55745,-121.42194,1
"University of California-Berkeley","Berkeley","CA","www.berkeley.edu","calculator.berkeley.edu/",37.871969,-122.260423,1
"University of California-Davis","Davis","CA","www.ucdavis.edu","financialaid.ucdavis.edu/AidEstimator/",38.539895,-121.751958,1
"University of California-Irvine","Irvine","CA","www.uci.edu/","www.ofas.uci.edu/content/Calculator.aspx",33.648434,-117.841248,1
"University of California-Los Angeles","Los Angeles","CA","www.ucla.edu/","https://app.financialaid.ucla.edu/FASEstimator/",34.068892,-118.443901,1
"University of California-Riverside","Riverside","CA","WWW.UCR.EDU","vcsaweb.ucr.edu/FinAidManualCalculator/",33.97588,-117.331098,1
"University of California-San Diego","La Jolla","CA","www.ucsd.edu","students.ucsd.edu/finances/financial-aid/forms/calculator.html",32.876598,-117.237793,1
"University of California-San Francisco","San Francisco","CA","www.ucsf.edu","NULL",37.762736,-122.458049,1
"University of California-Santa Barbara","Santa Barbara","CA","www.ucsb.edu","www.finaid.ucsb.edu/Prospective/AidEstimator.aspx",34.416281,-119.846404,1
"University of California-Santa Cruz","Santa Cruz","CA","www.ucsc.edu/","www2.ucsc.edu/finaidcalc/",36.997258,-122.067993,1
"Sofia University","Palo Alto","CA","www.sofia.edu","www.sofia.edu/admissions/financing-your-education/tuition-calculator/",37.430325,-122.10866,3
"California Beauty School","Modesto","CA","www.calbeautycollege.edu","www.calbeautycollege.edu",37.645217,-120.99689,3
"California Christian College","Fresno","CA","www.calchristiancollege.edu","www.calchristiancollege.edu/financial-aid/net-price-calculator/",36.75031,-119.711208,2
"Le Cordon Bleu College of Culinary Arts-San Francisco","San Francisco","CA","www.caculinary.edu","chefs.studentaidcalculator.com",37.765415,-122.402643,3
"California Hair Design Academy","La Mesa","CA","chdaschools.com","chdaschools.com",32.765221,-117.024261,3
"California Institute of the Arts","Valencia","CA","www.calarts.edu","calarts.edu/financial-aid/net-price-calculator",34.393337,-118.567303,2
"The California Maritime Academy","Vallejo","CA","https://www.csum.edu","https://secure.csumentor.edu/FinAid/PAIS/",38.069061,-122.231551,1
"California Western School of Law","San Diego","CA","https://www.cwsl.edu","https://www.cwsl.edu",32.72194,-117.162597,2
"Canada College","Redwood City","CA","canadacollege.edu","https://webprod.cccco.edu/npc/371/npcalc.htm",37.447365,-122.265549,1
"College of the Canyons","Santa Clarita","CA","www.canyons.edu","www.canyons.edu/offices/FinAid/netcalc.asp",34.403121,-118.569524,1
"Career Academy of Beauty","Garden Grove","CA","CAofB.com","caofb.com",33.781018,-118.031697,3
"Casa Loma College-Van Nuys","Van Nuys","CA","www.casalomacollege.edu","https://casalomacollege.studentaidcalculator.com/survey.aspx",34.195438,-118.448335,2
"CET-San Diego","San Diego","CA","www.cetweb.org/index.php","cetweb.org/for-students/financial-aid/net-price-calculator/",32.711715,-117.122496,2
"CET-Sobrato","San Jose","CA","cetweb.org","cetweb.org/for-students/financial-aid/net-price-calculator/",37.322723,-121.88698,2
"CET-El Centro","El Centro","CA","cetweb.org","cetweb.org/for-students/financial-aid/net-price-calculator/",32.790908,-115.549079,2
"CET-San Bernardino","San Bernardino","CA","cetweb.org","cetweb.org/for-students/financial-aid/net-price-calculator/",34.075136,-117.268738,2
"CET-Watsonville","Watsonville","CA","www.cetweb.org","cetweb.org/for-students/financial-aid/net-price-calculator/",36.931833,-121.767991,2
"CET-Salinas","Salinas","CA","cetweb.org","cetweb.org/for-students/financial-aid/net-price-calculator/",36.671635,-121.652791,2
"Cerritos College","Norwalk","CA","www.cerritos.edu","https://webprod.cccco.edu/npc/811/npcalc.htm",33.88584,-118.097263,1
"Cerro Coso Community College","Ridgecrest","CA","cerrocoso.edu","https://webprod.cccco.edu/npc/522/npcalc.htm",35.567763,-117.667706,1
"Chabot College","Hayward","CA","www.chabotcollege.edu","webprod.cccco.edu/npc/482/npcalc.htm",37.642513,-122.106969,1
"Chaffey College","Rancho Cucamonga","CA","www.chaffey.edu","www.chaffey.edu/finaid/Links.shtml",34.14705,-117.573086,1
"Chapman University","Orange","CA","www.chapman.edu","www.chapman.edu/students/tuition-and-aid/financial-aid/net-cost-calculator/index.aspx",33.793678,-117.851481,2
"Charles R Drew University of Medicine and Science","Los Angeles","CA","www.cdrewu.edu","https://npc.collegeboard.org/student/app/cdrewu",33.925658,-118.242791,2
"Concordia University-Irvine","Irvine","CA","www.cui.edu","www.cui.edu/studentlife/financial-aid/undergraduate/index.aspx?id=21911",33.6535,-117.81063,2
"San Diego Christian College","Santee","CA","www.sdcc.edu","payments.sdcc.edu/NetPriceCalc/npcalc.htm",32.84281,-116.978151,2
"Church Divinity School of the Pacific","Berkeley","CA","www.cdsp.edu","www.cdsp.edu",37.876169,-122.261391,2
"Citrus College","Glendora","CA","www.citruscollege.edu","www.citruscollege.edu/stdntsrv/finaid/Documents/NetPriceCalculator.mht",34.135487,-117.885266,1
"Citrus Heights Beauty College","Citrus Heights","CA","www.chbeautycollege.com","www.chbeautycollege.com",38.71307,-121.289531,3
"City College of San Francisco","San Francisco","CA","www.ccsf.edu","https://webprod.cccco.edu/npc/361/npcalc.htm",37.725953,-122.451155,1
"Claremont Graduate University","Claremont","CA","www.cgu.edu","www.cgu.edu/custom/finaid/pages/5263.asp",34.103778,-117.712394,2
"Claremont McKenna College","Claremont","CA","www.cmc.edu","https://npc.collegeboard.org/student/app/claremontmckenna",34.102323,-117.706593,2
"Milan Institute-Visalia","Visalia","CA","www.milaninstitute.edu","www.milaninstitute.edu",36.27164,-119.312151,3
"Clovis Adult Education","Clovis","CA","www.clovisadultschool.com","www.clovisadultschool.com/",36.836915,-119.69019,1
"Coastline Community College","Fountain Valley","CA","www.coastline.edu","https://webprod.cccco.edu/npc/831/npcalc.htm",33.609771,-117.861844,1
"Cogswell College","San Jose","CA","www.cogswell.edu","www.cogswell.edu/financial-aid/npcalc.htm",37.413664,-121.940553,3
"Coleman University","San Diego","CA","www.coleman.edu","www.coleman.edu/prospective-students/fa-calculator/index.htm",32.821962,-117.136493,2
"COBA Academy","Orange","CA","www.coba.edu","www.coba.edu/fees.html",33.788258,-117.85348,3
"Western University of Health Sciences","Pomona","CA","www.westernu.edu","www.westernu.edu/financial-budgets",34.058092,-117.747732,2
"Columbia College","Sonora","CA","www.gocolumbia.edu/","https://webprod.cccco.edu/npc/591/npcalc.htm",38.030361,-120.387603,1
"Columbia College-Hollywood","Tarzana","CA","www.columbiacollege.edu","www.columbiacollege.edu/financial-aid/net-price-calculator",34.179596,-118.538394,2
"El Camino College-Compton Center","Compton","CA","www.compton.edu","testsite.cccco.edu/npc/711/npcalc.htm",33.876665,-118.209186,1
"Contra Costa College","San Pablo","CA","www.contracosta.edu","https://webprod.cccco.edu/npc/311/npcalc.htm",37.968623,-122.342386,1
"Cosumnes River College","Sacramento","CA","www.crc.losrios.edu/","web.crc.losrios.edu/netpricecalc/npcalc.htm",38.453836,-121.422971,1
"Crafton Hills College","Yucaipa","CA","www.craftonhills.edu","https://webprod.cccco.edu/npc/981/npcalc.htm",34.038513,-117.100826,1
"Cuesta College","San Luis Obispo","CA","www.cuesta.edu","www.cuesta.edu/student/aboutmoney/finaid/resources/Net_Price_Calculator.html",35.329859,-120.741624,1
"Cuyamaca College","El Cajon","CA","www.cuyamaca.edu","https://webprod.cccco.edu/npc/021/npcalc.htm",32.743072,-116.941044,1
"Cypress College","Cypress","CA","www.cypresscollege.edu","https://webprod.cccco.edu/npc/861/npcalc.htm",33.827625,-118.023889,1
"De Anza College","Cupertino","CA","www.deanza.edu/","https://webprod.cccco.edu/npc/421/npcalc.htm",37.319176,-122.045365,1
"Marinello Schools of Beauty-Hemet","Hemet","CA","www.marinello.com","www.marinello.com/financial-aid.aspx",33.746002,-116.999892,3
"International School of Beauty Inc","Palm Desert","CA","internationalschoolofbeauty.com","internationalschoolofbeauty.com",33.729555,-116.403928,3
"Dell'Arte International School of Physical Theatre","Blue Lake","CA","www.dellarte.com/school","www.dellarte.com/school",40.880871,-123.988878,2
"College of the Desert","Palm Desert","CA","collegeofthedesert.edu","webprod.cccco.edu/npc/931/npcalc.htm",33.732484,-116.38761,1
"Design Institute of San Diego","San Diego","CA","www.disd.edu","https://disd.studentaidcalculator.com/survey.aspx",32.731022,-117.149808,3
"Diablo Valley College","Pleasant Hill","CA","www.dvc.edu","https://webprod.cccco.edu/npc/312/npcalc.htm",37.968035,-122.069861,1
"Dominican University of California","San Rafael","CA","www.dominican.edu","www.dominican.edu/admissions/aid/net-price-calculator-npc",37.980014,-122.514654,2
"Dominican School of Philosophy & Theology","Berkeley","CA","www.dspt.edu","www.dspt.edu/tuition-and-fees",37.881099,-122.264612,2
"East Los Angeles College","Monterey Park","CA","www.elac.edu/","webprod.cccco.edu/npc/748/npcalc.htm",34.039205,-118.148384,1
"Marinello Schools of Beauty-Santa Clara","Santa Clara","CA","www.marinello.com","www.marinello.com/financial-aid.aspx",37.347964,-121.947773,3
"El Camino Community College District","Torrance","CA","www.elcamino.edu","www.finaid.org/calculators/studentbudget.phtml",33.885586,-118.326623,1
"Elegance International","Hollywood","CA","ei.edu/","www.ei.edu/net-price-calculator-2/",34.062216,-118.338332,3
"Marinello Schools of Beauty-Burbank","Burbank","CA","www.marinello.com","www.marinello.com/financial-aid.aspx",34.181902,-118.309749,3
"Marinello Schools of Beauty-Moreno Valley","Moreno Valley","CA","www.marinello.com","www.marinello.com/financial-aid.aspx",33.915981,-117.228072,3
"Emperor's College of Traditional Oriental Medicine","Santa Monica","CA","www.emperors.edu","NULL",34.0303,-118.4847,3
"Empire College","Santa Rosa","CA","www.empcol.edu","www.empcol.edu/net-price-calculator",38.467789,-122.728642,3
"Evergreen Valley College","San Jose","CA","www.evc.edu","https://webprod.cccco.edu/npc/471/npcalc.htm",37.301736,-121.766686,1
"Fashion Institute of Design & Merchandising-Los Angeles","Los Angeles","CA","www.fidm.edu","https://npc.collegeboard.org/student/app/fidm",34.044209,-118.25993,3
"Fashion Institute of Design & Merchandising-San Francisco","San Francisco","CA","WWW.FIDM.EDU","https://npc.collegeboard.org/student/app/fidm",37.786324,-122.406503,3
"Fashion Institute of Design & Merchandising-Orange County","Irvine","CA","www.FIDM.edu","https://npc.collegeboard.org/student/app/fidm",33.691963,-117.852254,3
"Feather River Community College District","Quincy","CA","www.frc.edu","https://webprod.cccco.edu/npc/121/npcalc.htm",39.952395,-120.970877,1
"Federico Beauty Institute","Sacramento","CA","federico.edu","www.federico.edu/disclosures",38.64883,-121.497761,3
"Fielding Graduate University","Santa Barbara","CA","www.fielding.edu","www.fielding.edu/financialAid",34.42941,-119.717161,2
"Five Branches University","Santa Cruz","CA","www.fivebranches.edu","www.fivebranches.edu",36.964133,-121.998478,3
"Redondo Beach Beauty College","Redondo Beach","CA","RedondoBeachBeautyCollege.com","RedondoBeachBeautyCollege.com",33.872914,-118.372315,3
"Foothill College","Los Altos Hills","CA","www.foothill.edu","https://webprod.cccco.edu/npc/422/npcalc.htm",37.361104,-122.12833,1
"Franciscan School of Theology","Oceanside","CA","www.fst.edu","NULL",33.23023,-117.319616,2
"Fredrick and Charles Beauty College","Eureka","CA","www.fandcbeauty.com","www.fandcbeauty.com",40.798811,-124.165778,3
"Fresno City College","Fresno","CA","www.fresnocitycollege.edu","https://webprod.cccco.edu/npc/571/npcalc.htm",36.767516,-119.795129,1
